date_valid,alpine_status,alpine_status_code,treeline_status,treeline_status_code,belowtree_status,belowtree_status_code
2018-01-12,Considerable,3.0,Moderate,2.0,Moderate,2.0
2018-01-13,Moderate,2.0,Moderate,2.0,Moderate,2.0
2018-01-14,Considerable,3.0,Moderate,2.0,Moderate,2.0
2018-01-15,Considerable,3.0,Moderate,2.0,Moderate,2.0
2018-01-16,Moderate,2.0,Moderate,2.0,Low,1.0
2018-01-17,Moderate,2.0,Moderate,2.0,Low,1.0
2018-01-18,Considerable,3.0,Considerable,3.0,Considerable,3.0
2018-01-19,Considerable,3.0,Considerable,3.0,Moderate,2.0
2018-01-20,Considerable,3.0,Considerable,3.0,Considerable,3.0
2018-01-21,Considerable,3.0,Considerable,3.0,Moderate,2.0
2018-01-22,Considerable,3.0,Considerable,3.0,Considerable,3.0
2018-01-23,Considerable,3.0,Moderate,2.0,Moderate,2.0
2018-01-24,Considerable,3.0,Moderate,2.0,Moderate,2.0
2018-01-25,Considerable,3.0,Moderate,2.0,Low,1.0
2018-01-26,Considerable,3.0,Moderate,2.0,Low,1.0
2018-01-27,Moderate,2.0,Moderate,2.0,Moderate,2.0
2018-01-28,Considerable,3.0,Considerable,3.0,Considerable,3.0
2018-01-29,Considerable,3.0,Considerable,3.0,Considerable,3.0
2018-01-30,Considerable,3.0,Considerable,3.0,Considerable,3.0
2018-01-31,Considerable,3.0,Moderate,2.0,Low,1.0
2018-02-01,Moderate,2.0,Moderate,2.0,Low,1.0
2018-02-02,Moderate,2.0,Low,1.0,Low,1.0
2018-02-03,Moderate,2.0,Low,1.0,Low,1.0
2018-02-04,Considerable,3.0,Moderate,2.0,Moderate,2.0
2018-02-05,Considerable,3.0,Considerable,3.0,Moderate,2.0
2018-02-06,Moderate,2.0,Low,1.0,Low,1.0
2018-02-07,High,4.0,Considerable,3.0,Moderate,2.0
2018-02-08,Considerable,3.0,Considerable,3.0,Moderate,2.0
2018-02-09,Considerable,3.0,Considerable,3.0,Considerable,3.0
2018-02-10,Considerable,3.0,Considerable,3.0,Moderate,2.0
2018-02-11,Considerable,3.0,Moderate,2.0,Low,1.0
2018-02-12,Moderate,2.0,Moderate,2.0,Low,1.0
2018-02-13,Moderate,2.0,Moderate,2.0,Low,1.0
2018-02-14,Moderate,2.0,Moderate,2.0,Low,1.0
2018-02-15,Moderate,2.0,Moderate,2.0,Low,1.0
2018-02-16,Moderate,2.0,Moderate,2.0,Low,1.0
2018-02-17,Considerable,3.0,Moderate,2.0,Moderate,2.0
2018-02-18,Considerable,3.0,Moderate,2.0,Moderate,2.0
2018-02-19,Considerable,3.0,Moderate,2.0,Moderate,2.0
2018-02-20,Considerable,3.0,Moderate,2.0,Low,1.0
2018-02-21,Moderate,2.0,Moderate,2.0,Low,1.0
2018-02-22,Moderate,2.0,Moderate,2.0,Low,1.0
2018-02-23,Moderate,2.0,Moderate,2.0,Low,1.0
2018-02-24,Considerable,3.0,Moderate,2.0,Low,1.0
2018-02-25,Considerable,3.0,Considerable,3.0,Moderate,2.0
2018-02-26,Moderate,2.0,Moderate,2.0,Moderate,2.0
2018-02-27,Moderate,2.0,Moderate,2.0,Low,1.0
2018-02-28,Considerable,3.0,Considerable,3.0,Considerable,3.0
2018-03-01,Considerable,3.0,Considerable,3.0,Considerable,3.0
2018-03-02,Considerable,3.0,Considerable,3.0,Considerable,3.0
2018-03-03,Moderate,2.0,Moderate,2.0,Low,1.0
2018-03-04,Moderate,2.0,Moderate,2.0,Low,1.0
2018-03-05,Moderate,2.0,Moderate,2.0,Low,1.0
2018-03-06,Moderate,2.0,Moderate,2.0,Low,1.0
2018-03-07,Moderate,2.0,Low,1.0,Low,1.0
2018-03-08,Moderate,2.0,Moderate,2.0,Low,1.0
2018-03-09,Considerable,3.0,Moderate,2.0,Moderate,2.0
2018-03-10,Considerable,3.0,Considerable,3.0,Moderate,2.0
2018-03-11,Moderate,2.0,Moderate,2.0,Moderate,2.0
2018-03-12,Moderate,2.0,Moderate,2.0,Moderate,2.0
2018-03-13,Moderate,2.0,Low,1.0,Low,1.0
2018-03-14,Moderate,2.0,Low,1.0,Low,1.0
2018-03-15,Low,1.0,Low,1.0,Low,1.0
2018-03-16,Low,1.0,Low,1.0,Low,1.0
2018-03-17,Low,1.0,Low,1.0,Low,1.0
2018-03-18,Moderate,2.0,Low,1.0,Low,1.0
2018-03-19,Moderate,2.0,Moderate,2.0,Low,1.0
2018-03-20,Moderate,2.0,Moderate,2.0,Low,1.0
2018-03-21,Moderate,2.0,Moderate,2.0,Low,1.0
2018-03-22,Moderate,2.0,Moderate,2.0,Low,1.0
2018-03-23,Considerable,3.0,Moderate,2.0,Low,1.0
2018-03-24,Moderate,2.0,Moderate,2.0,Low,1.0
2018-03-25,Moderate,2.0,Moderate,2.0,Low,1.0
2018-03-26,Moderate,2.0,Moderate,2.0,Moderate,2.0
2018-03-27,Considerable,3.0,Moderate,2.0,Low,1.0
2018-03-28,Moderate,2.0,Moderate,2.0,Low,1.0
2018-03-29,Considerable,3.0,Considerable,3.0,Moderate,2.0
2018-03-30,Moderate,2.0,Moderate,2.0,Low,1.0
2018-03-31,Moderate,2.0,Moderate,2.0,Low,1.0
2018-04-01,Moderate,2.0,Moderate,2.0,Low,1.0
2018-04-02,Moderate,2.0,Moderate,2.0,Low,1.0
2018-04-03,Considerable,3.0,Moderate,2.0,Moderate,2.0
2018-04-04,Considerable,3.0,Considerable,3.0,Considerable,3.0
2018-04-05,Moderate,2.0,Moderate,2.0,Low,1.0
2018-04-06,Considerable,3.0,Moderate,2.0,Low,1.0
2018-04-07,Moderate,2.0,Moderate,2.0,Low,1.0
2018-04-08,Moderate,2.0,Moderate,2.0,Low,1.0
2018-04-09,Considerable,3.0,Considerable,3.0,Considerable,3.0
2018-04-10,Moderate,2.0,Moderate,2.0,Low,1.0
2018-04-11,Moderate,2.0,Moderate,2.0,Low,1.0
2018-04-12,High,4.0,Considerable,3.0,Considerable,3.0
2018-04-13,High,4.0,High,4.0,Considerable,3.0
2018-04-14,Considerable,3.0,Considerable,3.0,Moderate,2.0
2018-04-15,Moderate,2.0,Moderate,2.0,Low,1.0
2018-04-16,Considerable,3.0,Moderate,2.0,Low,1.0
2018-04-17,Moderate,2.0,Moderate,2.0,Low,1.0
2018-04-18,Considerable,3.0,Moderate,2.0,Low,1.0
2018-04-19,Considerable,3.0,Moderate,2.0,Low,1.0
2018-04-20,Moderate,2.0,Moderate,2.0,Low,1.0
2018-04-21,Moderate,2.0,Moderate,2.0,Low,1.0
2018-04-22,Considerable,3.0,Considerable,3.0,Moderate,2.0
2018-04-23,Considerable,3.0,Considerable,3.0,Considerable,3.0
2018-04-24,Considerable,3.0,Considerable,3.0,Considerable,3.0
2018-04-25,High,4.0,High,4.0,Considerable,3.0
2018-04-26,High,4.0,High,4.0,Considerable,3.0
2018-11-25,Considerable,3.0,Low,1.0,Low,1.0
2018-11-26,Considerable,3.0,Moderate,2.0,Low,1.0
2018-11-27,Considerable,3.0,Moderate,2.0,Low,1.0
2018-11-28,Moderate,2.0,Moderate,2.0,Low,1.0
2018-11-29,Moderate,2.0,Moderate,2.0,Low,1.0
2018-11-30,Moderate,2.0,Moderate,2.0,Low,1.0
2018-12-01,Moderate,2.0,Low,1.0,Low,1.0
2018-12-02,Moderate,2.0,Low,1.0,Low,1.0
2018-12-03,Moderate,2.0,Low,1.0,Low,1.0
2018-12-04,Moderate,2.0,Low,1.0,Low,1.0
2018-12-05,Moderate,2.0,Low,1.0,Low,1.0
2018-12-06,Moderate,2.0,Low,1.0,Low,1.0
2018-12-07,Low,1.0,Low,1.0,Low,1.0
2018-12-08,Low,1.0,Low,1.0,Low,1.0
2018-12-09,Moderate,2.0,Low,1.0,Low,1.0
2018-12-10,High,4.0,Low,1.0,Low,1.0
2018-12-11,High,4.0,Considerable,3.0,Low,1.0
2018-12-12,High,4.0,Considerable,3.0,Low,1.0
2018-12-13,High,4.0,Considerable,3.0,Low,1.0
2018-12-14,High,4.0,Considerable,3.0,Moderate,2.0
2018-12-15,Considerable,3.0,Considerable,3.0,Moderate,2.0
2018-12-16,Considerable,3.0,Considerable,3.0,Moderate,2.0
2018-12-17,Considerable,3.0,Considerable,3.0,Moderate,2.0
2018-12-18,High,4.0,High,4.0,Considerable,3.0
2018-12-19,Considerable,3.0,Considerable,3.0,Moderate,2.0
2018-12-20,High,4.0,High,4.0,Considerable,3.0
2018-12-21,Considerable,3.0,Considerable,3.0,Moderate,2.0
2018-12-22,Considerable,3.0,Moderate,2.0,Low,1.0
2018-12-23,Moderate,2.0,Moderate,2.0,Low,1.0
2018-12-24,Moderate,2.0,Moderate,2.0,Low,1.0
2018-12-25,Moderate,2.0,Moderate,2.0,Low,1.0
2018-12-26,Moderate,2.0,Moderate,2.0,Low,1.0
2018-12-27,Moderate,2.0,Moderate,2.0,Low,1.0
2018-12-28,Moderate,2.0,Moderate,2.0,Low,1.0
2018-12-29,Moderate,2.0,Moderate,2.0,Low,1.0
2018-12-30,Moderate,2.0,Moderate,2.0,Low,1.0
2018-12-31,Moderate,2.0,Moderate,2.0,Low,1.0
2019-01-01,Moderate,2.0,Moderate,2.0,Low,1.0
2019-01-02,Moderate,2.0,Moderate,2.0,Low,1.0
2019-01-03,Considerable,3.0,Considerable,3.0,Low,1.0
2019-01-04,High,4.0,Considerable,3.0,Considerable,3.0
2019-01-05,High,4.0,Considerable,3.0,Considerable,3.0
2019-01-06,Considerable,3.0,Considerable,3.0,Considerable,3.0
2019-01-07,Considerable,3.0,Moderate,2.0,Moderate,2.0
2019-01-08,Considerable,3.0,Considerable,3.0,Moderate,2.0
2019-01-09,Considerable,3.0,Moderate,2.0,Moderate,2.0
2019-01-10,Considerable,3.0,Moderate,2.0,Moderate,2.0
2019-01-11,Moderate,2.0,Moderate,2.0,Moderate,2.0
2019-01-12,Considerable,3.0,Moderate,2.0,Moderate,2.0
2019-01-13,Considerable,3.0,Moderate,2.0,Low,1.0
2019-01-14,Considerable,3.0,Moderate,2.0,Moderate,2.0
2019-01-15,Considerable,3.0,Moderate,2.0,Moderate,2.0
2019-01-16,Moderate,2.0,Low,1.0,Low,1.0
2019-01-17,Considerable,3.0,Considerable,3.0,Moderate,2.0
2019-01-18,High,4.0,Considerable,3.0,Considerable,3.0
2019-01-19,High,4.0,Considerable,3.0,Considerable,3.0
2019-01-20,Considerable,3.0,Moderate,2.0,Low,1.0
2019-01-21,Moderate,2.0,Moderate,2.0,Low,1.0
2019-01-22,Moderate,2.0,Moderate,2.0,Low,1.0
2019-01-23,Considerable,3.0,Moderate,2.0,Moderate,2.0
2019-01-24,Considerable,3.0,Moderate,2.0,Moderate,2.0
2019-01-25,Moderate,2.0,Moderate,2.0,Moderate,2.0
2019-01-26,Considerable,3.0,Considerable,3.0,Considerable,3.0
2019-01-27,Moderate,2.0,Moderate,2.0,Low,1.0
2019-01-28,Low,1.0,Moderate,2.0,Low,1.0
2019-01-29,Low,1.0,Moderate,2.0,Low,1.0
2019-01-30,Low,1.0,Moderate,2.0,Low,1.0
2019-01-31,Low,1.0,Moderate,2.0,Low,1.0
2019-02-01,Moderate,2.0,Moderate,2.0,Low,1.0
2019-02-02,Moderate,2.0,Moderate,2.0,Low,1.0
2019-02-03,Moderate,2.0,Moderate,2.0,Low,1.0
2019-02-04,Moderate,2.0,Moderate,2.0,Low,1.0
2019-02-05,Moderate,2.0,Moderate,2.0,Low,1.0
2019-02-06,Moderate,2.0,Moderate,2.0,Low,1.0
2019-02-07,Moderate,2.0,Moderate,2.0,Low,1.0
2019-02-08,Moderate,2.0,Moderate,2.0,Low,1.0
2019-02-09,Moderate,2.0,Moderate,2.0,Low,1.0
2019-02-10,Low,1.0,Low,1.0,Low,1.0
2019-02-11,Moderate,2.0,Low,1.0,Low,1.0
2019-02-12,Moderate,2.0,Low,1.0,Low,1.0
2019-02-13,Moderate,2.0,Moderate,2.0,Moderate,2.0
2019-02-14,Moderate,2.0,Moderate,2.0,Moderate,2.0
2019-02-15,Moderate,2.0,Moderate,2.0,Moderate,2.0
2019-02-16,Moderate,2.0,Moderate,2.0,Low,1.0
2019-02-17,Moderate,2.0,Moderate,2.0,Low,1.0
2019-02-18,Moderate,2.0,Low,1.0,Low,1.0
2019-02-19,Moderate,2.0,Low,1.0,Low,1.0
2019-02-20,Moderate,2.0,Low,1.0,Low,1.0
2019-02-21,Low,1.0,Low,1.0,Low,1.0
2019-02-22,Moderate,2.0,Moderate,2.0,Low,1.0
2019-02-23,Moderate,2.0,Moderate,2.0,Low,1.0
2019-02-24,Moderate,2.0,Moderate,2.0,Low,1.0
2019-02-25,Moderate,2.0,Moderate,2.0,Low,1.0
2019-02-26,Moderate,2.0,Low,1.0,Low,1.0
2019-02-27,Moderate,2.0,Low,1.0,Low,1.0
2019-02-28,Low,1.0,Low,1.0,Low,1.0
2019-03-01,Moderate,2.0,Low,1.0,Low,1.0
2019-03-02,Moderate,2.0,Low,1.0,Low,1.0
2019-03-03,Moderate,2.0,Low,1.0,Low,1.0
2019-03-04,Moderate,2.0,Low,1.0,Low,1.0
2019-03-05,Moderate,2.0,Low,1.0,Low,1.0
2019-03-06,Moderate,2.0,Moderate,2.0,Low,1.0
2019-03-07,Moderate,2.0,Low,1.0,Low,1.0
2019-03-08,Moderate,2.0,Low,1.0,Low,1.0
2019-03-09,Moderate,2.0,Low,1.0,Low,1.0
2019-03-10,Low,1.0,Low,1.0,Low,1.0
2019-03-11,Low,1.0,Low,1.0,Low,1.0
2019-03-12,Moderate,2.0,Moderate,2.0,Low,1.0
2019-03-13,Moderate,2.0,Moderate,2.0,Low,1.0
2019-03-14,Low,1.0,Low,1.0,Low,1.0
2019-03-15,Moderate,2.0,Moderate,2.0,Moderate,2.0
2019-03-16,Moderate,2.0,Moderate,2.0,Moderate,2.0
2019-03-17,Considerable,3.0,Considerable,3.0,Considerable,3.0
2019-03-18,High,4.0,High,4.0,Considerable,3.0
2019-03-19,Considerable,3.0,Considerable,3.0,Considerable,3.0
2019-03-20,Considerable,3.0,Considerable,3.0,Considerable,3.0
2019-03-21,Considerable,3.0,Considerable,3.0,Considerable,3.0
2019-03-22,Moderate,2.0,Moderate,2.0,Moderate,2.0
2019-03-23,Moderate,2.0,Moderate,2.0,Low,1.0
2019-03-24,Moderate,2.0,Low,1.0,Low,1.0
2019-03-25,Considerable,3.0,Moderate,2.0,Low,1.0
2019-03-26,Moderate,2.0,Moderate,2.0,Moderate,2.0
2019-03-27,Low,1.0,Moderate,2.0,Moderate,2.0
2019-03-28,Low,1.0,Moderate,2.0,Moderate,2.0
2019-03-29,Low,1.0,Low,1.0,Low,1.0
2019-03-30,Low,1.0,Low,1.0,Low,1.0
2019-03-31,Low,1.0,Low,1.0,Low,1.0
2019-04-01,Low,1.0,Low,1.0,Low,1.0
2019-04-02,Low,1.0,Low,1.0,Low,1.0
2019-04-03,Moderate,2.0,Moderate,2.0,Low,1.0
2019-04-04,Moderate,2.0,Moderate,2.0,Low,1.0
2019-04-05,Considerable,3.0,Moderate,2.0,Low,1.0
2019-04-06,Moderate,2.0,Moderate,2.0,Low,1.0
2019-04-07,Moderate,2.0,Moderate,2.0,Low,1.0
2019-04-08,Moderate,2.0,Low,1.0,Low,1.0
2019-04-09,Moderate,2.0,Moderate,2.0,Low,1.0
2019-04-10,Moderate,2.0,Low,1.0,Low,1.0
2019-04-11,Moderate,2.0,Low,1.0,Low,1.0
2019-04-12,Moderate,2.0,Moderate,2.0,Low,1.0
2019-04-13,Moderate,2.0,Moderate,2.0,Low,1.0
2019-04-14,Moderate,2.0,Low,1.0,Low,1.0
2019-04-15,Moderate,2.0,Low,1.0,Low,1.0
2019-04-16,Moderate,2.0,Moderate,2.0,Low,1.0
2019-04-17,Moderate,2.0,Moderate,2.0,Low,1.0
2019-04-18,Considerable,3.0,Moderate,2.0,Low,1.0
2019-04-19,Moderate,2.0,Moderate,2.0,Low,1.0
2019-04-20,Moderate,2.0,Low,1.0,Low,1.0
2019-04-21,Moderate,2.0,Low,1.0,Low,1.0
2019-04-22,Moderate,2.0,Low,1.0,Low,1.0
2019-04-23,Moderate,2.0,Low,1.0,Low,1.0
2019-04-24,Low,1.0,Low,1.0,Low,1.0
2019-04-25,Moderate,2.0,Low,1.0,Low,1.0
2019-04-26,Moderate,2.0,Low,1.0,Low,1.0
2019-04-27,Moderate,2.0,Low,1.0,Low,1.0
2019-04-28,Moderate,2.0,Moderate,2.0,Low,1.0
2019-04-29,Moderate,2.0,Moderate,2.0,Low,1.0
2019-04-30,Moderate,2.0,Moderate,2.0,Low,1.0
2019-11-24,Moderate,2.0,Low,1.0,Low,1.0
2019-11-25,Moderate,2.0,Low,1.0,Low,1.0
2019-11-26,Low,1.0,Low,1.0,Low,1.0
